game_id,date,season,home_team,away_team,home_score,away_score,winner,total_points,point_diff,venue,neutral_site,conference_game
401176153,2019-11-06,2020,Baylor Bears,New Hampshire Wildcats,97,29,Baylor Bears,126,68,Ferrell Center,False,False
401174519,2019-11-06,2020,Stanford Cardinal,Eastern Washington Eagles,92,27,Stanford Cardinal,119,65,Maples Pavilion,False,False
401177277,2019-11-05,2020,Maryland Terrapins,Wagner Seahawks,119,56,Maryland Terrapins,175,63,XFINITY Center,False,False
401166791,2019-11-06,2020,Texas A&M Aggies,Little Rock Trojans,78,35,Texas A&M Aggies,113,43,Reed Arena,False,False
401166777,2019-11-06,2020,South Carolina Gamecocks,Alabama State Lady Hornets,103,43,South Carolina Gamecocks,146,60,Colonial Life Arena,False,False
401171076,2019-11-06,2020,Louisville Cardinals,Western Kentucky Lady Toppers,75,56,Louisville Cardinals,131,19,KFC Yum! Center,False,False
401174513,2019-11-06,2020,UCLA Bruins,Weber State Wildcats,85,45,UCLA Bruins,130,40,Pauley Pavilion,False,False
401171075,2019-11-06,2020,Florida State Seminoles,Charleston Southern Buccaneers,88,36,Florida State Seminoles,124,52,Tucker Center,False,False
401166965,2019-11-06,2020,Kentucky Wildcats,Mount St. Mary's Mountaineers,67,44,Kentucky Wildcats,111,23,Memorial Coliseum (KY),False,False
401171079,2019-11-06,2020,Fordham Rams,Notre Dame Fighting Irish,55,60,Notre Dame Fighting Irish,115,5,Rose Hill Gym,False,False
401177292,2019-11-06,2020,Michigan State Spartans,Eastern Michigan Eagles,85,50,Michigan State Spartans,135,35,Breslin Center,False,False
401177017,2019-11-06,2020,Arizona State Sun Devils,Air Force Falcons,87,56,Arizona State Sun Devils,143,31,Desert Financial Arena,False,False
401171081,2019-11-06,2020,Syracuse Orange,Ohio Bobcats,66,54,Syracuse Orange,120,12,JMA Wireless Dome,False,False
401177295,2019-11-05,2020,Minnesota Golden Gophers,Missouri State Bears,69,77,Missouri State Bears,146,8,Williams Arena,False,False
401171083,2019-11-07,2020,NC State Wolfpack,North Carolina A&T Aggies,80,44,NC State Wolfpack,124,36,Reynolds Coliseum,False,False
