Rk,School,Conf,Unnamed:_3_level_1,W,L,Pts,Opp,MOV,Unnamed:_9_level_1,SOS,Unnamed:_11_level_1,OSRS,DSRS,SRS,ORtg,DRtg,NRtg,season
58,Wisconsin,Big Ten,,20,15,65.3,63.6,1.69,,9.29,,-0.11,11.09,10.98,107.56,91.54,16.02,2023
59,UAB,CUSA,,29,10,80.7,70.3,10.49,,1.70,,11.17,-0.21,10.96,111.06,95.79,15.27,2023
60,Florida,SEC,,16,17,71.2,68.6,2.64,,8.26,,5.17,5.73,10.90,107.45,91.83,15.62,2023
,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,2023
61,New Mexico,MWC,,22,12,80.9,74.3,6.59,,5.22,,12.61,-1.79,10.82,113.45,98.47,14.98,2023
62,North Texas,CUSA,,31,7,64.5,55.8,8.71,,2.51,,-4.93,15.64,10.71,110.30,92.94,17.36,2023
63,Villanova,Big East,,17,17,69.6,67.7,1.91,,8.69,,2.48,8.12,10.61,112.68,97.01,15.66,2023
64,Pittsburgh,ACC,,24,12,75.1,69.7,5.39,,5.20,,6.56,4.03,10.59,113.34,98.01,15.33,2023
65,Clemson,ACC,,23,11,74.7,67.9,6.82,,3.71,,6.03,4.51,10.53,110.66,95.54,15.12,2023
66,Washington State,Pac-12,,17,17,68.4,65.7,2.62,,7.91,,2.19,8.33,10.53,112.19,96.78,15.41,2023
67,Nevada,MWC,,22,11,72.6,67.8,4.82,,6.41,,4.55,5.45,10.01,110.80,95.99,14.81,2023
68,Virginia Commonwealth,A-10,,27,8,70.9,62.9,7.94,,1.95,,1.88,8.01,9.89,105.83,91.65,14.17,2023
69,Stanford,Pac-12,,14,19,70.3,68.4,1.97,,7.67,,4.91,4.73,9.64,113.91,100.23,13.68,2023
70,Brigham Young,WCC,,19,15,75.5,69.9,5.65,,5.40,,5.35,4.08,9.43,107.41,93.73,13.69,2023
71,Virginia Tech,ACC,,19,15,74.1,70.1,4.06,,5.30,,6.39,2.97,9.36,113.86,100.01,13.84,2023
72,Vanderbilt,SEC,,22,15,71.9,71.5,0.43,,8.55,,6.07,2.91,8.98,113.28,100.58,12.69,2023
73,Dayton,A-10,,22,12,68.6,61.0,7.62,,1.09,,-1.60,10.31,8.71,108.75,95.31,13.44,2023
74,St. John's (NY),Big East,,18,15,77.3,75.2,2.15,,6.49,,10.42,-1.78,8.64,108.08,96.10,11.98,2023
75,Oral Roberts,Summit,,30,5,83.3,70.2,13.06,,-2.84,,9.32,-0.78,8.55,112.16,100.62,11.53,2023
76,Santa Clara,WCC,,23,10,76.9,73.1,3.79,,5.05,,7.78,0.76,8.55,109.68,98.02,11.66,2023
77,Utah Valley,WAC,,28,9,77.4,68.6,8.78,,1.83,,5.17,3.31,8.48,105.90,94.30,11.60,2023
78,College of Charleston,CAA,,31,4,80.1,67.2,12.89,,-4.02,,7.90,0.50,8.40,107.74,96.51,11.23,2023
79,Liberty,A-Sun,,27,9,74.7,60.9,13.75,,-1.91,,0.85,7.51,8.36,110.16,96.70,13.46,2023
80,Wake Forest,ACC,,19,14,76.6,73.8,2.82,,5.43,,8.56,-0.32,8.25,111.95,100.40,11.55,2023
,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,2023
81,Drake,MVC,,27,8,74.8,63.9,10.89,,-1.14,,2.53,5.30,7.84,107.50,95.60,11.90,2023
82,Yale,Ivy,,21,9,75.8,63.2,12.53,,-1.62,,2.05,5.76,7.81,107.79,96.19,11.60,2023
83,Iona,MAAC,,27,8,76.0,65.6,10.37,,-2.76,,4.88,2.74,7.61,109.64,98.65,10.99,2023
84,Kent State,MAC,,28,7,76.1,65.9,10.29,,-1.22,,2.15,5.39,7.53,104.78,94.37,10.41,2023
85,Nevada-Las Vegas,MWC,,19,13,74.3,70.0,4.22,,5.17,,5.68,1.52,7.20,106.96,96.93,10.03,2023
86,Sam Houston,WAC,,26,8,72.2,59.3,12.91,,1.08,,-2.47,9.61,7.15,104.40,93.82,10.59,2023
87,Marshall,Sun Belt,,24,8,81.8,71.3,10.47,,-2.84,,9.50,-2.37,7.13,107.95,98.98,8.98,2023
88,Nebraska,Big Ten,,16,16,68.0,69.9,-1.91,,9.02,,1.80,5.31,7.12,106.08,95.91,10.17,2023
89,Washington,Pac-12,,16,16,69.2,70.3,-1.16,,7.94,,3.86,2.92,6.78,105.03,95.62,9.41,2023
90,Bradley,MVC,,25,10,70.7,62.7,7.94,,-0.67,,-0.46,6.97,6.51,106.51,96.63,9.88,2023
91,Saint Louis,A-10,,21,12,75.5,71.2,4.39,,2.85,,6.56,-0.53,6.04,110.69,101.59,9.10,2023
92,San Francisco,WCC,,20,14,76.2,73.4,2.79,,3.63,,5.29,0.71,6.00,108.82,100.56,8.25,2023
93,Butler,Big East,,14,18,65.3,67.9,-2.69,,8.54,,-2.58,8.43,5.85,102.80,95.12,7.68,2023
94,Wichita State,AAC,,17,15,71.0,68.5,2.53,,3.25,,1.05,4.73,5.78,105.38,97.19,8.18,2023
95,Toledo,MAC,,27,8,85.4,76.9,8.51,,-2.57,,11.97,-6.21,5.76,117.19,109.20,7.99,2023
96,Mississippi,SEC,,12,21,67.5,69.1,-1.58,,7.30,,0.80,4.93,5.73,105.82,97.99,7.83,2023
97,Colorado State,MWC,,15,18,72.5,71.4,1.09,,5.86,,4.41,1.24,5.64,111.41,103.44,7.97,2023
98,Tulane,AAC,,20,11,79.9,77.2,2.77,,2.69,,10.59,-5.13,5.46,108.18,100.57,7.62,2023
99,Syracuse,ACC,,17,15,74.1,72.9,1.22,,4.17,,4.63,0.76,5.39,108.95,101.57,7.39,2023
100,San Jose State,MWC,,21,14,67.5,66.2,1.26,,4.52,,-1.21,6.38,5.17,107.83,100.16,7.68,2023
,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,2023
101,Loyola Marymount,WCC,,19,12,75.3,73.1,2.26,,4.32,,3.71,1.27,4.98,108.23,100.86,7.36,2023
102,Hofstra,CAA,,25,10,74.8,66.4,8.43,,-2.30,,3.52,1.44,4.96,107.78,100.16,7.62,2023
103,James Madison,Sun Belt,,22,11,80.5,68.1,12.48,,-2.31,,5.80,-0.84,4.96,105.25,98.99,6.26,2023
104,Furman,Southern,,28,8,80.9,71.2,9.67,,-2.90,,6.90,-2.02,4.89,111.77,104.81,6.96,2023
105,Indiana State,MVC,,23,13,79.3,69.6,9.67,,-4.02,,6.84,-1.98,4.86,108.23,101.49,6.74,2023
106,Princeton,Ivy,,23,9,75.5,68.5,7.00,,-0.97,,2.98,1.78,4.76,107.23,100.60,6.63,2023
107,Temple,AAC,,16,16,69.6,70.2,-0.63,,5.30,,1.75,2.93,4.68,105.53,98.62,6.91,2023
108,Grand Canyon,WAC,,24,12,75.2,67.3,7.92,,1.27,,2.18,2.25,4.43,109.20,103.11,6.10,2023
109,Louisiana,Sun Belt,,26,8,77.4,69.5,7.88,,-0.51,,5.12,-0.85,4.27,109.33,102.89,6.44,2023
110,Akron,MAC,,22,11,74.6,66.9,7.70,,-1.65,,0.99,3.21,4.19,107.23,101.11,6.12,2023
111,UC Irvine,Big West,,23,12,74.8,67.2,7.57,,-0.60,,3.20,0.96,4.16,104.97,99.04,5.93,2023
112,Charlotte,CUSA,,22,14,66.9,62.6,4.36,,-0.46,,-4.40,8.30,3.90,108.27,102.11,6.16,2023
113,South Alabama,Sun Belt,,19,16,70.9,65.2,5.74,,-0.49,,-0.59,4.16,3.58,105.86,99.93,5.93,2023
114,Duquesne,A-10,,20,13,74.9,71.3,3.64,,-0.16,,3.23,0.25,3.48,106.87,101.60,5.27,2023
115,Southern Utah,WAC,,24,13,82.8,74.7,8.11,,1.42,,8.94,-5.55,3.39,107.19,102.48,4.71,2023
116,Louisiana State,SEC,,14,19,67.6,70.7,-3.12,,6.44,,0.01,3.31,3.32,105.88,101.73,4.16,2023
117,Southern Mississippi,Sun Belt,,25,8,73.8,66.1,7.70,,-1.56,,1.66,1.65,3.31,104.19,99.29,4.90,2023
118,UC Santa Barbara,Big West,,27,8,71.7,65.9,5.86,,-2.03,,0.17,3.14,3.30,108.11,103.27,4.84,2023
119,Middle Tennessee,CUSA,,19,14,70.1,67.8,2.33,,2.08,,0.29,2.66,2.95,104.44,99.97,4.46,2023
120,DePaul,Big East,,10,23,71.2,77.3,-6.12,,9.03,,4.63,-1.72,2.90,106.06,101.64,4.42,2023
,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,2023
121,Fresno State,MWC,,11,20,63.7,65.7,-2.00,,5.10,,-4.30,6.90,2.60,102.11,98.71,3.40,2023
122,Hawaii,Big West,,22,11,66.9,61.8,5.12,,-2.17,,-4.63,6.99,2.36,100.21,96.45,3.76,2023
123,Fordham,A-10,,25,8,72.0,67.6,4.39,,-2.14,,1.17,1.09,2.26,101.29,98.20,3.08,2023
124,Colgate,Patriot,,26,9,78.1,69.3,8.77,,-5.86,,4.88,-2.67,2.20,110.61,107.27,3.33,2023
125,Montana State,Big Sky,,25,10,73.9,66.9,7.03,,-1.43,,-1.90,4.07,2.18,102.17,98.77,3.40,2023
126,Notre Dame,ACC,,11,21,69.6,72.1,-2.50,,4.59,,0.64,1.45,2.09,108.66,105.79,2.87,2023
127,Georgia Tech,ACC,,15,18,69.7,70.8,-1.03,,4.89,,-0.38,2.47,2.08,103.34,101.07,2.28,2023
128,Wyoming,MWC,,9,22,69.2,72.1,-2.90,,6.12,,0.62,1.41,2.02,106.69,104.22,2.47,2023
129,Air Force,MWC,,14,18,66.9,67.1,-0.13,,2.12,,-2.88,4.88,2.00,105.60,102.93,2.68,2023
130,Davidson,A-10,,16,16,69.9,68.7,1.22,,1.47,,0.02,1.97,1.99,105.97,103.07,2.90,2023
131,South Florida,AAC,,14,18,72.0,72.0,0.00,,1.95,,1.64,0.30,1.95,104.64,101.56,3.08,2023
132,Belmont,MVC,,21,11,76.5,71.8,4.63,,-1.93,,4.99,-3.12,1.88,108.61,105.81,2.80,2023
133,Georgia,SEC,,16,16,68.5,71.5,-3.00,,4.80,,0.36,1.44,1.80,103.05,100.42,2.63,2023
134,Cal State Fullerton,Big West,,20,13,69.2,65.1,4.09,,-0.27,,-1.78,3.51,1.73,101.66,99.03,2.64,2023
135,George Mason,A-10,,20,13,68.7,67.3,1.45,,0.27,,-2.48,4.20,1.73,101.31,98.76,2.54,2023
136,Portland,WCC,,14,19,77.8,78.6,-0.85,,4.13,,6.28,-4.60,1.68,108.66,106.43,2.22,2023
137,Youngstown State,Horizon,,24,10,81.9,72.5,9.41,,-5.83,,6.45,-4.78,1.67,110.10,107.91,2.19,2023
138,UNC Greensboro,Southern,,20,12,72.1,64.5,7.56,,-2.91,,-3.66,5.32,1.66,99.76,97.23,2.53,2023
139,Vermont,AEC,,23,11,72.7,66.9,5.74,,-3.13,,-0.81,2.43,1.63,106.75,103.83,2.92,2023
140,Eastern Washington,Big Sky,,23,11,76.7,71.4,5.24,,-1.62,,4.05,-2.58,1.47,107.98,105.72,2.26,2023
,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,2023
141,Richmond,A-10,,15,18,68.9,67.8,1.09,,0.34,,-2.07,3.50,1.43,103.20,100.89,2.31,2023
142,Troy,Sun Belt,,20,13,73.2,66.8,6.36,,-1.25,,0.02,1.37,1.39,101.47,99.74,1.74,2023
143,Southern Illinois,MVC,,23,10,65.7,61.4,4.30,,-2.14,,-6.73,7.88,1.15,99.98,98.00,1.99,2023
144,Boston College,ACC,,16,17,66.6,70.2,-3.64,,4.73,,-1.80,2.89,1.09,101.85,100.50,1.35,2023
145,Ohio,MAC,,19,14,78.8,73.1,5.73,,-2.68,,3.89,-2.82,1.07,107.98,106.42,1.57,2023
146,Seattle,WAC,,20,12,72.0,69.0,2.94,,0.67,,-0.85,1.76,0.91,99.81,98.42,1.39,2023
147,Pennsylvania,Ivy,,17,13,75.0,72.0,2.97,,-1.11,,3.04,-2.18,0.85,106.39,104.79,1.60,2023
148,Stephen F. Austin,WAC,,19,13,75.8,69.9,5.91,,-0.69,,2.70,-1.98,0.73,103.23,101.75,1.48,2023
149,UC Riverside,Big West,,22,12,72.4,69.2,3.26,,-0.34,,1.15,-0.43,0.72,103.94,103.04,0.90,2023
150,Cornell,Ivy,,17,11,81.7,76.0,5.64,,-2.41,,8.57,-7.94,0.63,109.12,108.68,0.44,2023
151,Massachusetts-Lowell,AEC,,26,8,78.0,66.0,12.06,,-8.53,,2.23,-1.60,0.63,104.64,103.84,0.80,2023
152,Kennesaw State,A-Sun,,26,9,75.0,69.0,6.03,,-2.06,,1.06,-0.46,0.60,101.95,101.23,0.73,2023
153,Samford,Southern,,21,11,78.7,71.6,7.16,,-4.36,,3.48,-2.98,0.50,106.27,105.45,0.82,2023
154,Missouri State,MVC,,17,15,65.6,63.2,2.41,,-1.00,,-5.58,5.94,0.35,102.23,101.88,0.35,2023
155,Towson,CAA,,21,12,71.8,66.7,5.03,,-4.79,,-1.25,1.49,0.24,104.94,104.06,0.89,2023
156,California Baptist,WAC,,17,16,69.4,65.3,4.09,,-0.69,,-4.74,4.95,0.21,101.16,100.70,0.46,2023
157,Louisiana Tech,CUSA,,15,18,72.2,70.3,1.91,,1.90,,0.68,-0.58,0.10,103.51,103.50,0.01,2023
158,Oregon State,Pac-12,,11,21,61.2,67.0,-5.78,,6.60,,-6.44,6.52,0.08,99.92,100.57,-0.65,2023
159,Pepperdine,WCC,,9,22,78.0,81.3,-3.32,,4.71,,6.47,-6.59,-0.12,103.84,103.68,0.17,2023
160,Southern Methodist,AAC,,10,22,70.3,75.6,-5.31,,5.20,,1.91,-2.03,-0.12,101.69,101.54,0.15,2023
,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,2023
161,Utah Tech,WAC,,14,19,75.6,73.3,2.27,,1.01,,2.73,-2.89,-0.16,105.55,105.85,-0.31,2023
162,East Carolina,AAC,,16,17,68.8,70.5,-1.70,,1.41,,-1.83,1.54,-0.29,101.10,101.39,-0.29,2023
163,Minnesota,Big Ten,,9,22,62.9,71.0,-8.16,,7.86,,-2.40,2.10,-0.30,101.62,102.45,-0.83,2023
164,UC Davis,Big West,,18,14,74.8,71.1,3.69,,-1.74,,2.75,-3.06,-0.31,101.80,102.03,-0.23,2023
165,Saint Joseph's,A-10,,16,17,72.4,72.4,-0.03,,-0.30,,1.91,-2.24,-0.33,102.86,103.56,-0.70,2023
166,Florida State,ACC,,9,23,69.3,76.2,-6.88,,6.50,,1.96,-2.34,-0.38,104.36,104.90,-0.54,2023
167,Old Dominion,Sun Belt,,19,12,66.9,66.2,0.68,,-0.64,,-3.78,3.37,-0.41,100.27,101.25,-0.98,2023
168,Pacific,WCC,,15,18,75.8,77.7,-1.91,,2.05,,4.62,-5.19,-0.56,105.30,106.15,-0.85,2023
169,Long Beach State,Big West,,17,16,76.5,74.4,2.09,,-0.42,,7.06,-7.64,-0.58,102.40,103.37,-0.98,2023
170,Harvard,Ivy,,14,14,68.4,66.4,2.00,,-2.02,,-4.46,3.75,-0.71,99.21,100.08,-0.86,2023
171,UTEP,CUSA,,14,18,68.5,68.5,0.00,,1.82,,-3.21,2.46,-0.74,97.51,98.37,-0.86,2023
172,Tarleton State,WAC,,17,17,71.9,67.9,4.06,,1.71,,-2.61,1.85,-0.76,100.34,101.74,-1.40,2023
173,Western Kentucky,CUSA,,17,16,71.4,70.6,0.76,,1.09,,-0.75,-0.06,-0.81,101.78,103.00,-1.21,2023
174,Northern Kentucky,Horizon,,22,13,67.8,63.5,4.23,,-2.89,,-6.79,5.96,-0.83,100.97,101.75,-0.79,2023
175,Georgetown,Big East,,7,25,69.5,78.1,-8.59,,7.52,,2.14,-3.21,-1.07,103.64,105.14,-1.50,2023
176,Montana,Big Sky,,17,14,69.3,68.2,1.06,,-1.85,,-2.47,1.32,-1.15,105.26,107.09,-1.83,2023
177,UNC Wilmington,CAA,,24,10,68.9,64.3,4.59,,-3.05,,-4.17,2.99,-1.17,100.18,101.63,-1.45,2023
178,Ball State,MAC,,20,12,76.4,71.6,4.78,,-3.50,,1.47,-2.67,-1.20,105.65,107.02,-1.37,2023
179,St. Bonaventure,A-10,,14,18,66.8,67.7,-0.91,,-0.41,,-4.46,3.14,-1.32,99.45,101.23,-1.77,2023
180,Massachusetts,A-10,,15,16,69.8,71.4,-1.65,,0.30,,0.29,-1.63,-1.34,98.27,100.39,-2.13,2023
,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,2023
181,Eastern Kentucky,A-Sun,,23,14,78.6,73.5,5.11,,-1.62,,2.44,-3.91,-1.47,101.28,103.22,-1.94,2023
182,Appalachian State,Sun Belt,,16,16,70.3,64.6,5.66,,-0.98,,-5.30,3.80,-1.50,98.73,101.02,-2.29,2023
183,New Mexico State,WAC,,9,15,73.7,71.7,2.04,,2.45,,1.42,-2.97,-1.56,103.88,106.10,-2.22,2023
184,UNC Asheville,Big South,,27,8,74.4,69.1,5.31,,-4.35,,-0.09,-1.65,-1.74,100.46,103.08,-2.62,2023
185,Longwood,Big South,,20,12,73.2,66.2,6.94,,-6.35,,-3.19,1.44,-1.75,101.63,103.83,-2.20,2023
186,South Dakota State,Summit,,19,13,70.9,69.8,1.16,,-2.07,,-2.00,0.19,-1.82,101.27,103.60,-2.34,2023
187,Radford,Big South,,21,15,69.3,64.8,4.56,,-3.86,,-4.39,2.53,-1.86,101.70,104.28,-2.57,2023
188,George Washington,A-10,,16,16,76.3,76.7,-0.44,,-0.61,,5.67,-7.60,-1.93,107.72,110.12,-2.40,2023
189,Lipscomb,A-Sun,,20,13,76.4,71.0,5.39,,-4.02,,1.65,-3.60,-1.95,101.66,104.58,-2.92,2023
190,Rice,CUSA,,19,16,76.9,76.6,0.37,,1.40,,4.94,-6.89,-1.95,106.13,108.79,-2.65,2023
191,San Diego,WCC,,11,20,77.1,80.5,-3.35,,3.28,,5.69,-7.75,-2.06,108.88,111.66,-2.79,2023
192,Drexel,CAA,,17,15,66.7,62.4,4.31,,-5.43,,-6.38,4.11,-2.27,98.51,101.30,-2.79,2023
193,South Carolina,SEC,,11,21,64.3,72.6,-8.28,,6.00,,-3.41,1.13,-2.28,102.13,105.85,-3.73,2023
194,Texas State,Sun Belt,,16,19,66.0,66.7,-0.71,,-0.70,,-5.22,2.90,-2.32,101.60,105.15,-3.56,2023
195,Chattanooga,Southern,,18,17,77.2,72.1,5.11,,-3.34,,1.97,-4.30,-2.34,104.94,108.19,-3.26,2023
196,Wright State,Horizon,,18,15,79.9,73.7,6.21,,-5.89,,4.18,-6.52,-2.34,101.75,105.18,-3.43,2023
197,Quinnipiac,MAAC,,20,12,73.0,69.7,3.25,,-5.20,,1.17,-3.60,-2.43,101.33,104.87,-3.54,2023
198,Brown,Ivy,,14,13,69.6,69.3,0.22,,-2.69,,-2.35,-0.12,-2.47,97.53,100.79,-3.25,2023
199,Texas A&M-Corpus Christi,Southland,,24,11,80.1,73.2,6.91,,-7.02,,2.27,-4.84,-2.57,103.85,107.10,-3.25,2023
200,Cleveland State,Horizon,,21,14,71.8,68.7,3.06,,-5.05,,-2.26,-0.33,-2.60,101.45,105.15,-3.70,2023
,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,2023
201,Florida Gulf Coast,A-Sun,,17,15,71.3,69.4,1.81,,-3.08,,-1.91,-0.72,-2.63,101.46,105.28,-3.82,2023
202,Northern Iowa,MVC,,14,18,70.1,69.9,0.19,,-1.07,,-1.49,-1.20,-2.68,101.26,105.11,-3.85,2023
203,Florida International,CUSA,,14,18,73.1,75.1,-2.03,,0.32,,1.62,-4.33,-2.71,100.69,103.96,-3.26,2023
204,Abilene Christian,WAC,,13,17,75.0,71.1,3.87,,0.90,,1.19,-3.98,-2.79,102.67,106.34,-3.67,2023
205,La Salle,A-10,,15,19,69.8,72.6,-2.76,,-0.02,,-0.62,-2.17,-2.79,101.27,105.34,-4.07,2023
206,Navy,Patriot,,18,13,69.4,64.9,4.48,,-6.12,,-4.65,1.86,-2.79,100.20,103.95,-3.75,2023
207,Stetson,A-Sun,,17,14,76.8,73.8,3.03,,-2.69,,2.37,-5.20,-2.83,108.72,112.61,-3.89,2023
