Rk,School,Conf,Unnamed:_3_level_1,W,L,Pts,Opp,MOV,Unnamed:_9_level_1,SOS,Unnamed:_11_level_1,OSRS,DSRS,SRS,ORtg,DRtg,NRtg,season
58,Iowa,Big Ten,,17,16,82.5,79.7,2.79,,10.06,,13.48,-0.63,12.85,122.11,104.66,17.45,2025
59,San Diego State,MWC,,21,10,70.8,64.6,6.13,,8.14,,1.33,11.44,12.77,110.64,91.84,18.80,2025
60,UC San Diego,Big West,,30,5,79.3,61.8,17.54,,-1.92,,3.54,9.09,12.63,114.19,95.59,18.60,2025
,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,2025
61,Memphis,AAC,,29,6,79.9,73.4,6.49,,5.66,,9.16,2.99,12.15,114.34,97.25,17.09,2025
62,Utah,Big 12,,16,17,75.5,72.6,2.94,,8.50,,7.06,4.37,11.44,113.93,98.04,15.89,2025
63,Kansas State,Big 12,,16,17,70.8,69.6,1.21,,9.67,,3.10,7.78,10.89,112.06,96.80,15.26,2025
64,Arizona State,Big 12,,13,20,74.1,76.8,-2.70,,13.32,,6.92,3.70,10.62,113.10,97.79,15.32,2025
65,UCF,Big 12,,20,17,79.8,80.4,-0.62,,11.22,,13.12,-2.53,10.59,116.30,100.37,15.92,2025
66,TCU,Big 12,,16,16,67.6,68.7,-1.16,,11.64,,0.41,10.08,10.49,108.96,93.86,15.09,2025
67,San Francisco,WCC,,25,10,76.0,69.1,6.86,,3.87,,4.35,6.11,10.46,111.96,96.99,14.97,2025
68,Rutgers,Big Ten,,15,17,77.0,77.6,-0.53,,10.94,,9.60,0.81,10.41,115.83,101.41,14.42,2025
69,Butler,Big East,,15,20,74.7,74.9,-0.11,,10.14,,7.93,2.10,10.03,117.84,103.58,14.26,2025
70,Louisiana State,SEC,,14,18,73.8,73.6,0.25,,9.68,,4.92,5.02,9.93,110.80,97.15,13.64,2025
71,South Carolina,SEC,,12,20,69.8,71.4,-1.66,,11.55,,1.36,8.53,9.89,111.03,96.93,14.10,2025
72,Wake Forest,ACC,,21,11,70.2,68.0,2.16,,7.47,,0.85,8.78,9.63,108.31,94.46,13.84,2025
73,Colorado,Big 12,,14,21,69.7,71.9,-2.11,,11.74,,3.16,6.46,9.62,110.22,96.47,13.75,2025
74,Drake,MVC,,31,4,69.8,58.9,10.91,,1.27,,-4.55,14.15,9.60,114.41,98.32,16.09,2025
75,Nevada,MWC,,17,16,72.3,68.1,4.18,,5.25,,2.16,7.27,9.44,114.89,101.33,13.57,2025
76,McNeese State,Southland,,28,7,76.6,64.5,12.11,,-1.05,,2.28,6.85,9.14,113.96,100.18,13.77,2025
77,Stanford,ACC,,21,14,73.5,70.7,2.71,,6.07,,3.36,5.43,8.78,114.13,101.39,12.74,2025
78,Oregon State,WCC,,20,13,76.2,69.0,7.27,,2.24,,3.70,4.92,8.62,117.68,105.02,12.66,2025
79,Minnesota,Big Ten,,15,17,68.1,69.7,-1.66,,10.14,,-0.22,8.70,8.48,111.08,99.32,11.75,2025
80,Florida State,ACC,,17,15,74.5,72.5,2.00,,6.43,,4.63,3.80,8.43,109.13,97.86,11.27,2025
,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,2025
81,Georgetown,Big East,,18,16,72.0,69.6,2.41,,5.77,,2.41,5.77,8.18,109.51,98.06,11.45,2025
82,Dayton,A-10,,23,11,75.4,70.8,4.59,,4.05,,5.28,2.86,8.14,116.08,104.18,11.90,2025
83,North Texas,AAC,,27,9,68.0,60.1,7.83,,0.84,,-5.50,13.20,7.70,111.43,98.65,12.79,2025
84,UC Irvine,Big West,,32,7,75.9,67.0,8.95,,-0.80,,2.48,5.12,7.60,106.13,95.57,10.57,2025
85,Liberty,CUSA,,28,7,75.9,63.4,12.46,,-0.99,,0.68,6.74,7.42,111.13,99.63,11.50,2025
86,Saint Joseph's,A-10,,22,13,75.1,68.6,6.43,,0.85,,3.25,4.03,7.28,109.79,99.10,10.70,2025
87,George Mason,A-10,,27,9,71.2,63.8,7.44,,0.83,,-1.81,9.01,7.20,107.03,96.09,10.95,2025
88,Providence,Big East,,12,20,71.3,72.5,-1.16,,8.33,,2.87,4.30,7.17,111.91,101.46,10.46,2025
89,Notre Dame,ACC,,15,18,72.6,72.5,0.15,,6.92,,2.87,4.20,7.07,112.30,102.34,9.96,2025
90,Oklahoma State,Big 12,,17,18,73.0,76.3,-3.29,,10.18,,5.51,1.38,6.89,108.65,98.58,10.07,2025
91,Yale,Ivy,,22,8,81.3,70.1,11.23,,-3.10,,5.25,1.41,6.66,113.80,104.15,9.65,2025
92,Nevada-Las Vegas,MWC,,18,15,69.2,68.1,1.12,,5.53,,-0.44,7.10,6.65,109.21,99.61,9.60,2025
93,Bradley,MVC,,28,9,76.3,68.5,7.78,,0.24,,2.34,4.07,6.40,112.27,102.58,9.68,2025
94,Georgia Tech,ACC,,17,17,73.1,72.7,0.41,,5.89,,3.20,3.10,6.30,108.02,99.32,8.70,2025
95,Washington,Big Ten,,13,18,71.6,75.5,-3.87,,10.76,,3.69,2.57,6.26,111.01,102.33,8.68,2025
96,Arkansas State,Sun Belt,,25,11,79.4,70.2,9.17,,-2.40,,5.38,0.42,5.81,110.44,102.34,8.10,2025
97,Virginia,ACC,,15,17,64.8,66.8,-2.00,,7.71,,-4.19,9.90,5.71,111.12,102.97,8.15,2025
98,NC State,ACC,,12,19,69.6,70.4,-0.81,,6.36,,-0.50,6.06,5.56,109.41,102.09,7.32,2025
99,California,ACC,,14,19,75.6,76.8,-1.21,,6.69,,6.04,-0.56,5.48,111.19,103.51,7.69,2025
100,DePaul,Big East,,14,20,72.4,74.5,-2.03,,7.33,,3.91,1.39,5.30,110.50,103.42,7.08,2025
,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,2025
101,High Point,Big South,,29,6,81.7,68.9,12.71,,-5.19,,5.54,-0.24,5.30,116.65,108.73,7.92,2025
102,Northern Iowa,MVC,,20,13,73.3,67.4,5.91,,0.46,,-0.02,5.26,5.24,111.02,103.04,7.99,2025
103,Grand Canyon,WAC,,26,8,78.3,69.5,8.79,,-2.63,,4.50,0.47,4.97,106.84,100.59,6.26,2025
104,Syracuse,ACC,,14,19,74.7,77.8,-3.09,,8.04,,5.40,-0.45,4.95,111.08,104.47,6.61,2025
105,UAB,AAC,,24,13,82.2,76.3,5.89,,-0.10,,8.64,-3.94,4.70,115.17,108.14,7.03,2025
106,Washington State,WCC,,19,15,78.9,78.6,0.35,,4.32,,7.81,-3.13,4.67,111.90,105.64,6.27,2025
107,Lipscomb,A-Sun,,25,10,78.6,67.7,10.89,,-4.43,,0.50,3.89,4.39,110.84,103.94,6.89,2025
108,Florida Atlantic,AAC,,18,16,78.7,75.6,3.18,,1.96,,6.26,-2.54,3.72,111.43,106.24,5.19,2025
109,Troy,Sun Belt,,23,11,73.4,65.7,7.65,,-2.10,,-2.06,5.61,3.55,106.26,100.71,5.55,2025
110,Loyola (IL),A-10,,25,12,73.5,69.0,4.54,,0.19,,0.51,2.90,3.41,107.69,102.69,5.00,2025
111,Akron,MAC,,28,7,84.0,75.1,8.97,,-3.75,,8.07,-4.85,3.22,111.30,106.95,4.35,2025
112,Saint Louis,A-10,,19,15,74.3,71.3,3.06,,2.04,,1.96,1.08,3.04,109.61,104.90,4.71,2025
113,St. Bonaventure,A-10,,22,12,68.6,65.2,3.41,,0.07,,-4.37,7.29,2.92,105.86,101.04,4.81,2025
114,Virginia Tech,ACC,,13,19,69.2,73.2,-4.00,,6.62,,-1.02,3.64,2.62,107.66,104.48,3.18,2025
115,Middle Tennessee,CUSA,,22,12,76.7,72.5,4.18,,1.02,,3.61,-1.09,2.52,107.83,104.05,3.79,2025
116,Chattanooga,Southern,,29,9,79.7,72.9,6.79,,-2.94,,5.48,-3.11,2.37,114.58,110.85,3.74,2025
117,UNC Wilmington,CAA,,27,8,79.2,70.3,8.91,,-3.95,,1.25,1.11,2.36,110.81,106.99,3.81,2025
118,Wichita State,AAC,,19,15,74.0,73.1,0.91,,1.81,,1.91,0.38,2.29,106.26,103.05,3.22,2025
119,South Dakota State,Summit,,20,12,79.6,73.5,6.06,,-1.82,,3.64,-1.49,2.15,109.19,106.51,2.68,2025
120,George Washington,A-10,,21,13,73.2,68.4,4.76,,-1.70,,-0.16,2.16,2.00,106.07,102.68,3.39,2025
,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,2025
121,Belmont,MVC,,22,11,79.3,76.6,2.70,,-0.12,,6.91,-4.97,1.94,111.79,108.84,2.96,2025
122,Illinois State,MVC,,22,14,75.8,71.8,3.94,,-0.57,,1.60,0.31,1.91,112.88,109.52,3.36,2025
123,Utah Valley,WAC,,25,9,76.0,68.3,7.71,,-3.31,,0.22,1.70,1.91,105.09,102.52,2.58,2025
124,Cal State Northridge,Big West,,22,11,80.3,72.9,7.39,,-3.36,,5.53,-3.70,1.83,106.91,104.75,2.15,2025
125,Jacksonville State,CUSA,,23,13,73.7,68.4,5.25,,0.12,,-1.63,3.39,1.76,108.21,105.48,2.73,2025
126,South Alabama,Sun Belt,,21,11,72.9,64.6,8.38,,-4.12,,-3.63,5.14,1.52,107.17,103.90,3.27,2025
127,Louisiana Tech,CUSA,,20,12,73.9,68.4,5.50,,-0.72,,-1.80,3.25,1.45,107.43,105.58,1.85,2025
128,Kent State,MAC,,24,12,73.5,68.3,5.22,,-2.67,,-2.98,4.40,1.42,104.48,102.00,2.48,2025
129,Tulane,AAC,,19,15,74.5,70.4,4.12,,-0.73,,-0.14,1.38,1.24,107.41,105.62,1.79,2025
130,Loyola Marymount,WCC,,17,15,71.2,71.6,-0.34,,2.94,,-2.02,3.22,1.20,104.81,103.07,1.74,2025
131,Duquesne,A-10,,13,19,69.1,67.3,1.78,,0.89,,-3.06,4.24,1.18,105.42,103.38,2.04,2025
132,Samford,Southern,,22,11,82.9,75.5,7.39,,-3.58,,7.03,-5.90,1.13,110.61,108.86,1.75,2025
133,North Dakota State,Summit,,21,11,81.1,74.6,6.53,,-3.58,,3.71,-2.60,1.11,114.63,112.99,1.64,2025
134,Northern Colorado,Big Sky,,25,10,80.6,72.7,7.91,,-3.84,,4.87,-3.77,1.10,110.88,109.37,1.52,2025
135,Rhode Island,A-10,,18,13,78.0,75.1,2.94,,-0.91,,4.30,-3.25,1.06,107.88,106.59,1.29,2025
136,Davidson,A-10,,17,16,72.5,70.7,1.79,,0.46,,-0.22,1.24,1.02,110.16,108.29,1.87,2025
137,North Alabama,A-Sun,,24,11,78.7,70.6,8.06,,-5.50,,1.68,-0.66,1.02,110.45,108.18,2.26,2025
138,St. Thomas,Summit,,24,10,83.1,74.8,8.32,,-4.51,,4.64,-3.64,1.01,112.07,110.54,1.53,2025
139,Cornell,Ivy,,18,11,85.1,77.5,7.55,,-3.76,,8.02,-7.10,0.91,113.20,111.82,1.38,2025
140,New Mexico State,CUSA,,17,15,69.7,65.9,3.72,,0.41,,-4.99,5.85,0.86,104.30,102.24,2.06,2025
,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,2025
141,Murray State,MVC,,16,17,71.8,69.2,2.70,,0.40,,-1.99,2.80,0.81,106.27,104.43,1.84,2025
142,Kennesaw State,CUSA,,19,14,76.5,73.2,3.30,,0.83,,2.22,-1.72,0.50,105.54,104.16,1.38,2025
143,San Jose State,MWC,,15,20,72.1,73.4,-1.23,,4.05,,0.11,0.39,0.50,106.81,106.66,0.15,2025
144,Robert Morris,Horizon,,26,9,77.0,71.0,5.97,,-4.92,,0.71,-0.31,0.40,105.49,104.78,0.71,2025
145,Miami (FL),ACC,,7,24,74.0,80.6,-6.65,,7.03,,5.69,-5.31,0.38,114.49,114.05,0.44,2025
146,Milwaukee,Horizon,,21,11,78.4,71.7,6.72,,-3.79,,1.31,-0.96,0.35,106.84,106.24,0.60,2025
147,UC Santa Barbara,Big West,,21,13,74.3,68.8,5.50,,-3.50,,-1.48,1.76,0.28,107.59,107.28,0.31,2025
148,Wofford,Southern,,19,16,74.9,70.0,4.91,,-2.34,,-0.86,0.73,-0.13,110.90,110.82,0.08,2025
149,Furman,Southern,,25,10,77.2,69.8,7.40,,-3.27,,-0.06,-0.08,-0.15,108.37,108.69,-0.32,2025
150,Seattle,WAC,,14,18,70.4,66.4,4.03,,-1.35,,-4.33,4.12,-0.21,102.91,102.80,0.12,2025
151,Temple,AAC,,17,15,78.8,77.7,1.03,,-0.37,,4.89,-5.13,-0.24,108.75,109.07,-0.32,2025
152,Boston College,ACC,,12,19,70.4,75.8,-5.39,,5.14,,0.51,-0.75,-0.25,105.95,106.08,-0.13,2025
153,Seton Hall,Big East,,7,25,61.6,70.2,-8.63,,8.36,,-6.76,6.50,-0.26,100.76,101.38,-0.62,2025
154,Western Kentucky,CUSA,,17,15,74.8,74.8,0.09,,1.00,,1.54,-2.04,-0.50,103.11,103.30,-0.19,2025
155,College of Charleston,CAA,,24,9,77.2,73.8,3.39,,-3.38,,2.85,-3.45,-0.60,105.00,105.98,-0.98,2025
156,Illinois-Chicago,MVC,,17,14,76.0,73.7,2.29,,0.58,,2.75,-3.37,-0.63,106.20,107.13,-0.93,2025
157,UTEP,CUSA,,18,15,72.5,70.8,1.73,,0.34,,-0.56,-0.08,-0.63,104.79,105.31,-0.53,2025
158,Wyoming,MWC,,12,20,67.2,71.2,-4.00,,4.21,,-5.04,4.37,-0.67,103.60,104.97,-1.38,2025
159,East Carolina,AAC,,19,14,75.8,73.8,2.06,,-0.82,,0.09,-0.77,-0.69,107.04,107.63,-0.59,2025
160,Miami (OH),MAC,,25,9,80.6,72.7,7.85,,-5.36,,1.95,-2.87,-0.92,107.26,108.40,-1.14,2025
,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,2025
161,Texas A&M-Corpus Christi,Southland,,20,14,75.8,67.4,8.38,,-3.39,,-0.72,-0.27,-0.99,106.12,107.10,-0.98,2025
162,UNC Greensboro,Southern,,20,12,72.9,65.4,7.50,,-4.13,,-5.19,4.20,-0.99,104.50,105.44,-0.94,2025
163,Purdue Fort Wayne,Horizon,,19,13,80.7,74.6,6.09,,-4.06,,4.43,-5.42,-1.00,108.65,110.37,-1.72,2025
164,East Tennessee State,Southern,,19,13,71.9,66.5,5.41,,-5.20,,-4.14,3.07,-1.07,105.34,106.21,-0.86,2025
165,California Baptist,WAC,,17,15,71.3,70.0,1.22,,-2.35,,-2.37,1.23,-1.13,104.98,106.51,-1.53,2025
166,Montana,Big Sky,,25,10,76.6,73.3,3.29,,-1.60,,1.44,-2.89,-1.45,108.88,110.88,-2.01,2025
167,UC Riverside,Big West,,21,13,74.8,75.0,-0.24,,0.38,,1.52,-2.98,-1.47,106.89,108.94,-2.05,2025
168,Cleveland State,Horizon,,23,13,73.1,66.5,6.56,,-3.85,,-4.52,2.98,-1.55,102.58,104.52,-1.94,2025
169,Omaha,Summit,,22,13,77.3,75.3,2.09,,-2.43,,1.57,-3.17,-1.61,108.53,110.83,-2.30,2025
170,Winthrop,Big South,,23,11,84.7,78.0,6.71,,-4.17,,6.44,-8.12,-1.68,105.72,108.20,-2.49,2025
171,James Madison,Sun Belt,,20,12,73.9,70.5,3.41,,-2.68,,-0.88,-0.84,-1.72,108.57,110.73,-2.17,2025
172,Towson,CAA,,22,11,70.0,66.7,3.27,,-3.57,,-5.13,3.21,-1.92,104.52,107.05,-2.53,2025
173,Bryant,AEC,,23,12,81.8,74.2,7.54,,-6.93,,3.83,-5.81,-1.99,103.56,106.56,-3.01,2025
174,Rice,AAC,,13,19,70.3,70.3,0.00,,-2.12,,-3.10,1.02,-2.08,104.30,107.00,-2.71,2025
175,Nicholls State,Southland,,20,13,74.0,69.6,4.45,,-2.46,,-0.35,-1.78,-2.13,103.74,106.48,-2.74,2025
176,South Florida,AAC,,13,19,74.4,74.5,-0.13,,-0.18,,-1.22,-0.93,-2.15,102.89,105.65,-2.76,2025
177,Lamar,Southland,,20,13,69.9,65.8,4.12,,-2.64,,-6.09,3.92,-2.17,100.18,102.73,-2.55,2025
178,Southern Illinois,MVC,,14,19,72.9,74.5,-1.61,,1.07,,-0.30,-1.93,-2.22,105.18,107.75,-2.57,2025
179,Marshall,Sun Belt,,20,13,75.7,71.7,4.03,,-4.52,,-0.32,-1.94,-2.26,103.38,106.11,-2.73,2025
180,Cal Poly,Big West,,16,19,82.1,82.9,-0.80,,-0.68,,9.63,-12.10,-2.47,108.09,111.77,-3.68,2025
,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,2025
181,UTSA,AAC,,12,19,76.7,76.8,-0.13,,0.52,,2.66,-5.22,-2.55,107.00,110.33,-3.33,2025
182,Appalachian State,Sun Belt,,17,14,67.8,63.5,4.26,,-3.83,,-9.42,6.83,-2.59,98.99,101.83,-2.84,2025
183,Ohio,MAC,,16,16,79.8,76.5,3.28,,-4.37,,2.89,-5.52,-2.63,105.20,109.10,-3.91,2025
184,Oakland,Horizon,,16,18,70.6,71.6,-1.00,,-0.95,,-3.59,0.92,-2.67,105.22,108.88,-3.66,2025
185,Radford,Big South,,20,13,74.0,70.1,3.85,,-3.43,,-4.21,1.50,-2.72,108.02,111.32,-3.30,2025
186,Montana State,Big Sky,,15,18,71.3,69.6,1.70,,-2.71,,-3.52,0.75,-2.77,104.11,108.04,-3.93,2025
187,Pepperdine,WCC,,13,22,73.1,76.6,-3.46,,2.56,,0.99,-3.81,-2.82,105.16,109.66,-4.51,2025
188,Princeton,Ivy,,19,11,73.6,72.1,1.57,,-2.49,,-3.11,0.26,-2.85,103.94,108.09,-4.15,2025
189,Sam Houston,CUSA,,13,19,75.3,76.0,-0.69,,1.31,,2.29,-5.15,-2.86,108.50,112.27,-3.78,2025
190,Florida Gulf Coast,A-Sun,,19,15,72.2,69.7,2.47,,-4.92,,-3.58,0.69,-2.89,105.54,109.19,-3.65,2025
191,Valparaiso,MVC,,15,19,74.7,73.9,0.76,,-0.12,,0.22,-3.11,-2.90,105.90,109.66,-3.77,2025
192,Massachusetts,A-10,,12,20,72.9,75.0,-2.06,,0.15,,0.92,-4.00,-3.08,101.54,105.96,-4.42,2025
193,Indiana State,MVC,,14,18,80.1,79.5,0.56,,-0.65,,6.90,-10.06,-3.15,108.29,111.90,-3.61,2025
194,Hawaii,Big West,,15,16,70.1,71.2,-1.13,,-1.02,,-4.25,0.67,-3.57,102.41,107.98,-5.58,2025
195,Texas State,Sun Belt,,16,16,76.2,73.3,2.91,,-3.77,,0.66,-4.26,-3.60,107.37,112.24,-4.86,2025
196,Drexel,CAA,,18,15,70.4,66.9,3.48,,-5.61,,-6.73,3.09,-3.64,102.21,107.02,-4.80,2025
197,La Salle,A-10,,14,19,72.0,74.7,-2.70,,1.02,,-1.50,-2.14,-3.64,102.88,107.74,-4.86,2025
198,Norfolk State,MEAC,,24,11,77.0,69.7,7.31,,-6.65,,-1.67,-2.05,-3.72,105.27,110.61,-5.34,2025
199,Youngstown State,Horizon,,21,13,76.4,71.9,4.50,,-4.98,,-2.33,-1.53,-3.85,100.41,105.93,-5.52,2025
200,Eastern Kentucky,A-Sun,,18,14,77.8,75.3,2.59,,-4.46,,1.60,-5.46,-3.86,107.40,112.81,-5.41,2025
,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,2025
201,Missouri State,MVC,,9,23,68.0,70.9,-2.91,,0.52,,-5.82,1.88,-3.94,100.86,106.45,-5.59,2025
202,Idaho State,Big Sky,,15,15,74.3,70.0,4.37,,-4.02,,-2.92,-1.03,-3.95,104.82,110.53,-5.72,2025
203,Southeastern Louisiana,Southland,,18,14,72.6,69.8,2.88,,-4.67,,-3.10,-0.90,-4.00,103.01,108.57,-5.57,2025
204,Jacksonville,A-Sun,,19,14,72.1,71.5,0.58,,-3.80,,-4.92,0.63,-4.29,99.92,105.57,-5.65,2025
205,Elon,CAA,,17,16,73.7,70.2,3.58,,-4.94,,-3.45,-0.87,-4.32,105.66,111.60,-5.94,2025
206,Portland State,Big Sky,,19,13,75.6,69.6,5.97,,-5.27,,-3.91,-0.50,-4.41,99.20,105.51,-6.31,2025
207,Fordham,A-10,,12,21,74.3,78.0,-3.67,,0.59,,1.75,-6.19,-4.44,104.81,111.24,-6.44,2025
