game_id,date,season,home_team,away_team,home_score,away_score,winner,total_points,point_diff,venue,neutral_site,conference_game
401494706,2022-11-08,2023,South Carolina Gamecocks,East Tennessee State Bucs,101,31,South Carolina Gamecocks,132,70,Colonial Life Arena,False,False
401483583,2022-11-08,2023,Stanford Cardinal,San Diego State Aztecs,86,48,Stanford Cardinal,134,38,Maples Pavilion,False,False
401483863,2022-11-08,2023,Iowa Hawkeyes,Southern Jaguars,87,34,Iowa Hawkeyes,121,53,Carver-Hawkeye Arena,False,False
401486274,2022-11-07,2023,Louisville Cardinals,Cincinnati Bearcats,87,68,Louisville Cardinals,155,19,KFC Yum! Center,False,False
401483552,2022-11-07,2023,Iowa State Cyclones,Cleveland State Vikings,87,54,Iowa State Cyclones,141,33,Hilton Coliseum,False,False
401480274,2022-11-08,2023,Notre Dame Fighting Irish,Northern Illinois Huskies,88,48,Notre Dame Fighting Irish,136,40,Purcell Pavilion,False,False
401480209,2022-11-07,2023,NC State Wolfpack,Quinnipiac Bobcats,82,45,NC State Wolfpack,127,37,Reynolds Coliseum,False,False
401493851,2022-11-07,2023,Virginia Tech Hokies,Mount St. Mary's Mountaineers,101,45,Virginia Tech Hokies,146,56,Cassell Coliseum,False,False
401493689,2022-11-07,2023,Oklahoma Sooners,Oral Roberts Golden Eagles,105,94,Oklahoma Sooners,199,11,Lloyd Noble Center,False,False
401480088,2022-11-08,2023,LSU Tigers,Bellarmine Knights,125,50,LSU Tigers,175,75,Pete Maravich Assembly Center,False,False
401483869,2022-11-08,2023,George Mason Patriots,Maryland Terrapins,51,88,Maryland Terrapins,139,37,EagleBank Arena,False,False
401480314,2022-11-08,2023,Baylor Bears,Lamar Cardinals,88,50,Baylor Bears,138,38,Ferrell Center,False,False
401483903,2022-11-07,2023,Oregon Ducks,Northwestern Wildcats,100,57,Oregon Ducks,157,43,Matthew Knight Arena,False,False
401485711,2022-11-08,2023,South Dakota State Jackrabbits,Creighton Bluejays,69,78,Creighton Bluejays,147,9,Frost Arena,False,False
401483896,2022-11-07,2023,Nebraska Cornhuskers,Omaha Mavericks,100,36,Nebraska Cornhuskers,136,64,Pinnacle Bank Arena,False,False
401486371,2022-11-07,2023,Princeton Tigers,Temple Owls,67,49,Princeton Tigers,116,18,Jadwin Gymnasium,False,False
