game_id,date,season,season_type,neutral_site,conference_game,attendance,venue,completed,home_team,home_id,home_score,home_conference_id,away_team,away_id,away_score,away_conference_id,winner,total_points,point_diff
401371575,20211111,2022,2,False,False,13398,XFINITY Center,True,Maryland Terrapins,120,71,21,George Washington Revolutionaries,45,64,99,home,135,7
401372366,20211111,2022,2,False,False,1854,Sanford Pentagon,True,South Dakota Coyotes,233,59,99,Air Force Falcons,2005,53,99,home,112,6
401387090,20211111,2022,2,False,False,3102,Hill Field House,True,Morgan State Bears,2415,126,99,Penn State-Alleghany Nittany Lions,124950,71,99,home,197,55
401378564,20211111,2022,2,False,False,1773,McLeod Center,True,Northern Iowa Panthers,2460,57,99,Vermont Catamounts,261,71,99,away,128,14
401373009,20211111,2022,2,False,False,1290,Kimmel Arena,True,UNC Asheville Bulldogs,2427,101,99,Brevard Tornados,2913,44,99,home,145,57
401372009,20211111,2022,2,False,False,9716,Amica Mutual Pavilion,True,Providence Friars,2507,92,99,Sacred Heart Pioneers,2529,64,99,home,156,28
401381698,20211111,2022,2,False,False,1013,Joseph G. Echols Hall,True,Norfolk State Spartans,2450,111,99,Penn State - Wilkes-Barre Mountain Lions,111942,55,99,home,166,56
401372624,20211111,2022,2,False,False,2278,Knott Arena,True,Mount St. Mary's Mountaineers,116,117,99,Washington College (MD) Shoremen,2689,62,99,home,179,55
401372279,20211111,2022,2,False,False,3145,Ford Center,True,Evansville Purple Aces,339,60,99,IU Indianapolis Jaguars,85,40,99,home,100,20
401372180,20211111,2022,2,False,False,4448,TD Arena,True,Charleston Cougars,232,106,99,South Carolina State Bulldogs,2569,74,99,home,180,32
401370962,20211111,2022,2,False,False,557,Joel & Diane Bloom Wellness and Events Center,True,NJIT Highlanders,2885,54,99,Merrimack Warriors,2771,61,99,away,115,7
401369139,20211111,2022,2,False,False,4034,Liberty Arena (VA),True,Liberty Flames,2335,85,99,Regent Royals,111926,24,99,home,109,61
401387370,20211111,2022,2,False,False,1537,William R. Johnson Coliseum,True,Stephen F. Austin Lumberjacks,2617,76,99,Mary Hardin-Baylor Crusaders,2371,63,99,home,139,13
401385911,20211111,2022,2,False,False,2237,Baptist Health Arena,True,Eastern Kentucky Colonels,2198,103,99,Ohio Valley Fighting Scots,2479,74,99,home,177,29
401373427,20211111,2022,2,False,False,1101,Pete Hanna Center,True,Samford Bulldogs,2535,86,99,Spring Hill Badgers,2590,69,99,home,155,17
401371590,20211111,2022,2,False,False,5267,Schollmaier Arena,True,TCU Horned Frogs,2628,77,99,McNeese Cowboys,2377,61,99,home,138,16
401373626,20211111,2022,2,False,False,7594,Desert Financial Arena,True,Arizona State Sun Devils,9,65,99,UC Riverside Highlanders,27,66,99,away,131,1
401369138,20211111,2022,2,False,False,16092,CHI Health Center Omaha,True,Creighton Bluejays,156,51,99,Kennesaw State Owls,338,44,99,home,95,7
401371250,20211111,2022,2,True,False,0,Stan Sheriff Center,True,Hawai'i Hilo Vulcans,2267,74,99,Pacific Tigers,279,85,99,away,159,11
401372475,20211111,2022,2,False,False,1521,Provident Credit Union Event Center,True,San José State Spartans,23,78,99,Cal State Fullerton Titans,2239,76,99,home,154,2
401372549,20211111,2022,2,False,False,6297,Alaska Airlines Arena,True,Washington Huskies,264,73,99,Northern Arizona Lumberjacks,2464,62,99,home,135,11
401371194,20211111,2022,2,False,False,1056,Chiles Center,True,Portland Pilots,2501,122,99,Willamette Bearcats,2930,78,99,home,200,44
401371166,20211111,2022,2,False,False,1233,The Sobrato Center,True,San Francisco Dons,2539,92,99,Prairie View A&M Panthers,2504,76,99,home,168,16
401372586,20211111,2022,2,False,False,2110,Stan Sheriff Center,True,Hawai'i Rainbow Warriors,62,78,99,Northern Colorado Bears,2458,81,99,away,159,3
401364997,20211110,2022,2,False,False,12707,Crisler Center,True,Michigan Wolverines,130,88,6,Buffalo Bulls,2084,76,99,home,164,12
401369870,20211110,2022,2,False,False,9746,Tucker Center,True,Florida State Seminoles,52,105,20,Pennsylvania Quakers,219,70,99,home,175,35
401381691,20211110,2022,2,False,False,0,Burr Gymnasium,True,Howard Bison,47,118,99,Regent Royals,111926,54,99,home,172,64
401373066,20211110,2022,2,False,False,3486,Liacouras Center,True,Temple Owls,218,72,99,Maryland Eastern Shore Hawks,2379,49,99,home,121,23
401372779,20211110,2022,2,False,False,6037,Chartway Arena,True,Old Dominion Monarchs,295,80,99,Virginia Wesleyan Blue Marlins,2672,60,99,home,140,20
401372207,20211110,2022,2,False,False,3691,Atlantic Union Bank Center,True,James Madison Dukes,256,135,99,Carlow Celtics,123313,40,99,home,175,95
401372168,20211110,2022,2,False,False,8000,Jersey Mike’s Arena,True,Rutgers Scarlet Knights,164,73,99,Lehigh Mountain Hawks,2329,70,99,home,143,3
401372018,20211110,2022,2,False,False,8223,Prudential Center,True,Seton Hall Pirates,2550,93,99,Fairleigh Dickinson Knights,161,49,99,home,142,44
401371941,20211110,2022,2,False,False,4869,Addition Financial Arena,True,UCF Knights,2116,69,99,Robert Morris Colonials,2523,59,99,home,128,10
401370054,20211110,2022,2,False,False,3710,LJVM Coliseum,True,Wake Forest Demon Deacons,154,77,99,William & Mary Tribe,2729,59,99,home,136,18
